ISO_Code,City,AccentCity,Reference_year,Total,Male,Female,Literacy_Rate
sai,saint josephs shrine,Saint Josephs Shrine,2010,22,93,26,Low
sea,searcy crossroads,Searcy Crossroads,2013,22,57,58,Low
spi,spiceland,Spiceland,2013,22,34,66,Low
cog,coggon,Coggon,2007,22,45,38,Low
gia,giard,Giard,2002,22,40,31,Low
la ,la crew,La Crew,2007,22,47,23,Low
lan,langworthy,Langworthy,2004,22,62,38,Low
lar,larland,Larland,2015,22,57,78,Low
lit,little cedar,Little Cedar,2009,22,57,21,Low
mar,marble rock,Marble Rock,2009,22,84,36,Low
ror,rorbeck,Rorbeck,2012,22,28,57,Low
spr,springhole,Springhole,2002,22,75,79,Low
sti,stilson,Stilson,2015,22,42,37,Low
bir,bird city,Bird City,2015,22,20,39,Low
eve,everest,Everest,2010,22,100,96,Low
hac,hackney,Hackney,2004,22,29,46,Low
mic,michigan valley,Michigan Valley,2009,22,58,72,Low
olm,olmitz,Olmitz,2014,22,33,23,Low
sat,satanta,Satanta,2001,22,81,74,Low
ant,anthoston,Anthoston,2000,22,27,75,Low
cer,ceralvo,Ceralvo,2004,22,95,50,Low
che,chevy chase,Chevy Chase,2009,22,29,37,Low
cla,clay village,Clay Village,2013,22,38,32,Low
cro,cromona,Cromona,2004,22,55,85,Low
daw,dawson springs,Dawson Springs,2003,22,81,31,Low
duk,dukes,Dukes,2004,22,77,29,Low
fau,faulconer,Faulconer,2007,22,24,94,Low
hun,hunters hollow,Hunters Hollow,2008,22,92,47,Low
jac,jackstown,Jackstown,2003,22,36,35,Low
kir,kirkwood springs,Kirkwood Springs,2014,22,34,85,Low
lee,leeco,Leeco,2002,22,35,41,Low
loa,load,Load,2010,22,40,73,Low
lon,lone,Lone,2016,22,55,95,Low
lyn,lynn city,Lynn City,2001,22,73,70,Low
mav,mavity,Mavity,2008,22,91,66,Low
mit,mitchell hill,Mitchell Hill,2015,22,45,64,Low
mur,murphysville,Murphysville,2008,22,49,51,Low
noc,noctor,Noctor,2016,22,22,31,Low
nol,nolin,Nolin,2012,22,96,87,Low
seb,sebree,Sebree,2010,22,74,69,Low
she,sherwood shores,Sherwood Shores,2002,22,22,23,Low
til,tillie,Tillie,2004,22,70,99,Low
tye,tyewhoppety,Tyewhoppety,2013,22,71,68,Low
van,vanceburg,Vanceburg,2016,22,82,65,Low
wat,watterson park,Watterson Park,2010,22,22,36,Low
wes,wesleyan park,Wesleyan Park,2015,22,23,88,Low
whe,wheel rim,Wheel Rim,2016,22,31,80,Low
won,wonnie,Wonnie,2015,22,72,91,Low
wur,wurtland,Wurtland,2008,22,83,34,Low
bal,balco,Balco,2009,22,74,31,Low
bel,belle helene,Belle Helene,2008,22,63,79,Low
bla,blairstown,Blairstown,2012,22,68,41,Low
bri,brimstone,Brimstone,2013,22,100,94,Low
cai,caire,Caire,2006,22,20,32,Low
car,carville,Carville,2006,22,87,44,Low
cha,chaudiere casse,Chaudiere Casse,2008,22,66,88,Low
che,cheneyville,Cheneyville,2007,22,43,69,Low
cor,cornerview,Cornerview,2003,22,85,47,Low
cun,cunnard place,Cunnard Place,2006,22,69,23,Low
das,daspit,Daspit,2001,22,41,100,Low
der,derouen,Derouen,2010,22,85,62,Low
fra,frank bell subdivision,Frank Bell Subdivision,2011,22,100,100,Low
hin,hineston,Hineston,2016,22,76,49,Low
ist,istrouma,Istrouma,2005,22,74,95,Low
jan,janie,Janie,2012,22,55,84,Low
kin,kings oaks,Kings Oaks,2001,22,84,82,Low
kli,klienpeter terrace,Klienpeter Terrace,2009,22,40,89,Low
lap,lapeyrouse,Lapeyrouse,2016,22,62,97,Low
lid,liddieville,Liddieville,2013,22,51,52,Low
lil,lillie,Lillie,2013,22,53,21,Low
mad,madewood,Madewood,2001,22,59,40,Low
oak,oakshire manor,Oakshire Manor,2009,22,92,68,Low
pec,peck,Peck,2014,22,40,81,Low
pie,pierre part,Pierre Part,2002,22,57,42,Low
ros,rose bluff,Rose Bluff,2009,22,34,43,Low
sai,saint gabriel,Saint Gabriel,2003,22,95,39,Low
sai,saint rest,Saint Rest,2013,22,78,49,Low
wal,walroy,Walroy,2004,22,58,48,Low
wil,williana,Williana,2006,22,91,66,Low
woo,woodlawn acres,Woodlawn Acres,2001,22,53,34,Low
blu,blue point,Blue Point,2004,22,77,83,Low
cro,crouseville,Crouseville,2001,22,27,50,Low
cun,cundys harbor,Cundys Harbor,2006,22,30,63,Low
dol,dolley corner,Dolley Corner,2014,22,90,73,Low
eas,east boothbay,East Boothbay,2004,22,55,89,Low
lib,libby hill,Libby Hill,2002,22,49,21,Low
mck,mckinley estates,Mckinley Estates,2009,22,52,27,Low
nor,north penobscot,North Penobscot,2005,22,34,100,Low
ona,onawa,Onawa,2006,22,46,32,Low
pre,presque isle junction,Presque Isle Junction,2005,22,47,40,Low
sou,south thomaston,South Thomaston,2010,22,32,54,Low
sta,starbird corner,Starbird Corner,2011,22,39,60,Low
wat,waterboro center,Waterboro Center,2012,22,59,22,Low
wes,west dresden,West Dresden,2004,22,82,56,Low
win,winslow hill,Winslow Hill,2012,22,89,45,Low
yor,york village,York Village,2011,22,43,80,Low
act,acton village,Acton Village,2009,22,56,69,Low
alt,alta vista terrace,Alta Vista Terrace,2013,22,37,22,Low
amo,amos mill,Amos Mill,2001,22,78,45,Low
and,andersontown,Andersontown,2012,22,88,70,Low
arb,arbutus,Arbutus,2016,22,24,47,Low
bar,baronet woods,Baronet Woods,2010,22,23,78,Low
ber,berrywood,Berrywood,2010,22,71,82,Low
bic,bicentennial estates,Bicentennial Estates,2013,22,36,63,Low
bre,breezy knoll estates,Breezy Knoll Estates,2012,22,28,21,Low
bri,brightwater beach,Brightwater Beach,2005,22,67,44,Low
bur,burning tree estates,Burning Tree Estates,2011,22,64,70,Low
car,carmody hills,Carmody Hills,2016,22,54,60,Low
car,carroll dale,Carroll Dale,2015,22,72,80,Low
cas,cascade estates,Cascade Estates,2001,22,56,46,Low
cav,caveswood,Caveswood,2002,22,31,85,Low
che,cheval trails,Cheval Trails,2015,22,63,45,Low
dav,davidsonville farmettes,Davidsonville Farmettes,2008,22,62,32,Low
dav,davidsonville woods,Davidsonville Woods,2016,22,27,84,Low
dob,dobridge,Dobridge,2015,22,80,55,Low
dog,dogwood village,Dogwood Village,2012,22,60,41,Low
dub,dubois park,Dubois Park,2006,22,40,23,Low
eag,eaglehead summerfield,Eaglehead Summerfield,2004,22,93,67,Low
fla,flamewood,Flamewood,2008,22,24,30,Low
for,forsythe,Forsythe,2000,22,61,66,Low
fox,foxhall villas,Foxhall Villas,2009,22,77,62,Low
gor,gortner,Gortner,2012,22,95,60,Low
gra,grasonville,Grasonville,2012,22,49,49,Low
hil,hillendale heights,Hillendale Heights,2014,22,79,56,Low
hil,hillside hunt,Hillside Hunt,2001,22,78,88,Low
hur,hurry,Hurry,2015,22,97,69,Low
isl,islands of balmoral,Islands Of Balmoral,2017,22,55,23,Low
kil,kilmarock,Kilmarock,2015,22,28,39,Low
lau,laurel chase manor,Laurel Chase Manor,2015,22,41,60,Low
lon,longview estates,Longview Estates,2000,22,57,49,Low
man,manchester park,Manchester Park,2013,22,99,42,Low
mar,marriottsville,Marriottsville,2000,22,52,23,Low
mou,mount augustine,Mount Augustine,2015,22,75,53,Low
mun,muncaster manor,Muncaster Manor,2009,22,42,65,Low
nor,normans,Normans,2008,22,92,74,Low
nor,north brentwood,North Brentwood,2014,22,100,73,Low
pin,pine crest north,Pine Crest North,2006,22,63,75,Low
pin,pine trailer park,Pine Trailer Park,2005,22,32,81,Low
qua,quarterfield farms,Quarterfield Farms,2006,22,65,54,Low
riv,riverdale heights,Riverdale Heights,2003,22,88,68,Low
ros,rosecroft,Rosecroft,2002,22,26,36,Low
sca,scarff,Scarff,2007,22,37,73,Low
sho,shoreland,Shoreland,2016,22,34,100,Low
sil,silver run estates,Silver Run Estates,2004,22,100,93,Low
sud,sudbrook park,Sudbrook Park,2000,22,44,62,Low
tha,thabar,Thabar,2009,22,78,36,Low
the,the willows of ruxton,The Willows Of Ruxton,2014,22,95,75,Low
tow,town point,Town Point,2009,22,50,88,Low
twi,twin knolls,Twin Knolls,2016,22,77,65,Low
uti,utica mills estates,Utica Mills Estates,2007,22,76,49,Low
wal,walnut landing,Walnut Landing,2004,22,34,56,Low
wat,waterspout,Waterspout,2014,22,35,78,Low
wes,west galloway,West Galloway,2004,22,84,54,Low
wes,westmoreland hills,Westmoreland Hills,2009,22,67,91,Low
whi,white pine acres,White Pine Acres,2006,22,28,55,Low
wil,wilber woods,Wilber Woods,2011,22,82,41,Low
win,winchester estates,Winchester Estates,2008,22,35,80,Low
woo,woodlyn heights,Woodlyn Heights,2010,22,21,29,Low
wyn,wyn lea at fair hill,Wyn Lea At Fair Hill,2012,22,96,28,Low
bay,bay village,Bay Village,2002,22,51,43,Low
cam,camp kiwanis,Camp Kiwanis,2014,22,70,93,Low
cam,camp mah-kee-nac,Camp Mah-Kee-Nac,2001,22,45,89,Low
can,canton junction,Canton Junction,2001,22,42,92,Low
che,chelmsford center,Chelmsford Center,2000,22,86,72,Low
cra,cranberry bog corner,Cranberry Bog Corner,2015,22,81,57,Low
eas,east taunton,East Taunton,2012,22,84,33,Low
hum,humarock,Humarock,2017,22,29,33,Low
mon,monument beach,Monument Beach,2003,22,52,39,Low
nem,nemasket,Nemasket,2017,22,92,61,Low
new,new seabury,New Seabury,2011,22,25,45,Low
new,newcomb hollow,Newcomb Hollow,2000,22,50,63,Low
pra,pratts corner,Pratts Corner,2014,22,44,67,Low
pro,provincetown,Provincetown,2017,22,95,79,Low
shu,shutesbury,Shutesbury,2000,22,33,32,Low
squ,squantum,Squantum,2015,22,34,99,Low
wes,west falmouth,West Falmouth,2000,22,79,93,Low
whi,white island shores,White Island Shores,2000,22,76,45,Low
bac,backus beach,Backus Beach,2014,22,20,79,Low
bir,birchwood beach,Birchwood Beach,2009,22,60,34,Low
che,chestonia,Chestonia,2015,22,70,87,Low
cro,croswell,Croswell,2000,22,36,83,Low
eas,eastlawn,Eastlawn,2014,22,43,21,Low
edg,edgetts,Edgetts,2012,22,43,47,Low
est,estral beach,Estral Beach,2014,22,21,31,Low
fre,free soil,Free Soil,2008,22,44,39,Low
fre,french town,French Town,2005,22,60,44,Low
har,harrison beach,Harrison Beach,2012,22,75,49,Low
kar,karrs corner,Karrs Corner,2014,22,25,31,Low
kin,kingsford,Kingsford,2000,22,94,96,Low
mcb,mcbain,Mcbain,2015,22,82,87,Low
rat,rattle run,Rattle Run,2007,22,54,60,Low
sho,shorecrest,Shorecrest,2017,22,50,67,Low
str,stronach,Stronach,2012,22,53,57,Low
dar,darachaq,Darachaq,2003,22,49,67,Low
dec,dechumur,Dechumur,2003,22,93,35,Low
iev,ievang,Ievang,2015,22,32,53,Low
nem,nemop,Nemop,2015,22,26,24,Low
sap,sapitiu,Sapitiu,2007,22,41,52,Low
bel,bellechester,Bellechester,2016,22,96,61,Low
car,carpenters corner,Carpenters Corner,2012,22,56,83,Low
cro,crow wing,Crow Wing,2003,22,87,86,Low
dia,diamond corner,Diamond Corner,2015,22,33,66,Low
eas,east cottage grove,East Cottage Grove,2006,22,32,52,Low
eve,eveleth,Eveleth,2012,22,77,81,Low
fin,finkle,Finkle,2007,22,21,57,Low
lak,lake sarah,Lake Sarah,2007,22,23,89,Low
mid,middle river,Middle River,2013,22,27,30,Low
pfi,pfingsten,Pfingsten,2012,22,76,51,Low
rob,robbin,Robbin,2006,22,43,53,Low
rus,rustad,Rustad,2007,22,63,31,Low
sug,sugarloaf,Sugarloaf,2010,22,36,48,Low
arm,armistead,Armistead,2007,22,92,51,Low
cou,counts,Counts,2003,22,36,31,Low
cyp,cypress corner,Cypress Corner,2011,22,38,66,Low
hes,hesterville,Hesterville,2011,22,35,27,Low
hig,highlandale,Highlandale,2006,22,72,64,Low
kno,knoxo,Knoxo,2001,22,59,98,Low
loa,loakfoma,Loakfoma,2004,22,51,96,Low
luc,lucern,Lucern,2011,22,89,91,Low
pac,pachuta,Pachuta,2001,22,81,69,Low
raw,raworth,Raworth,2006,22,58,79,Low
rus,russum,Russum,2014,22,34,41,Low
tin,tinnin,Tinnin,2014,22,76,58,Low
wes,west king,West King,2012,22,30,28,Low
yaz,yazoo city,Yazoo City,2001,22,89,69,Low
apt,aptus,Aptus,2014,22,53,53,Low
bed,bedison,Bedison,2009,22,93,21,Low
blo,bloomsdale,Bloomsdale,2000,22,37,85,Low
bri,brinktown,Brinktown,2001,22,76,39,Low
bru,bruner,Bruner,2013,22,66,54,Low
cav,cave,Cave,2017,22,75,87,Low
cen,centaur,Centaur,2017,22,32,25,Low
dun,dunnegan,Dunnegan,2002,22,37,45,Low
flu,flucom,Flucom,2000,22,100,42,Low
fra,frankclay,Frankclay,2014,22,48,90,Low
hil,hiler,Hiler,2008,22,58,66,Low
lou,louisiana,Louisiana,2002,22,28,30,Low
man,manes,Manes,2015,22,27,59,Low
maz,mazzaville resort,Mazzaville Resort,2014,22,31,43,Low
mcc,mcclurg,Mcclurg,2000,22,62,88,Low
ulm,ulman,Ulman,2003,22,67,76,Low
vig,vigus,Vigus,2010,22,49,22,Low
win,windy curve,Windy Curve,2012,22,84,28,Low
bea,bear creek village,Bear Creek Village,2012,22,84,23,Low
bir,birch creek colony,Birch Creek Colony,2008,22,63,67,Low
nor,north browning,North Browning,2005,22,36,29,Low
ori,orinoco,Orinoco,2006,22,72,23,Low
shi,shields crossing,Shields Crossing,2000,22,83,41,Low
spu,spurling,Spurling,2016,22,56,86,Low
tib,tiber,Tiber,2012,22,86,52,Low
ayr,ayr junction,Ayr Junction,2005,22,85,42,Low
hem,hemingford,Hemingford,2001,22,100,49,Low
kel,kellers trailer court,Kellers Trailer Court,2003,22,97,33,Low
oti,otis motel and trailer court,Otis Motel And Trailer Court,2011,22,43,97,Low
sha,shady lane trailer court,Shady Lane Trailer Court,2004,22,50,32,Low
wes,westmark,Westmark,2015,22,65,33,Low
whi,whiteclay,Whiteclay,2016,22,25,84,Low
wol,wolbach,Wolbach,2015,22,41,21,Low
eas,east las vegas,East Las Vegas,2017,22,78,49,Low
lav,lavon,Lavon,2006,22,94,39,Low
loc,lockes,Lockes,2010,22,93,84,Low
qua,qualeys camp,Qualeys Camp,2003,22,77,49,Low
sco,scossa,Scossa,2014,22,57,59,Low
bow,bow center,Bow Center,2002,22,28,23,Low
dun,dunvegan woods,Dunvegan Woods,2015,22,50,44,Low
eas,east milford,East Milford,2004,22,97,82,Low
hoo,hooks crossing,Hooks Crossing,2012,22,46,48,Low
peq,pequawket,Pequawket,2003,22,47,42,Low
tin,tinkerville,Tinkerville,2014,22,85,38,Low
alg,algers mills,Algers Mills,2016,22,59,73,Low
bla,blackwood terrace,Blackwood Terrace,2015,22,35,97,Low
car,carneys point,Carneys Point,2017,22,41,93,Low
ced,cedarwood park,Cedarwood Park,2017,22,28,92,Low
dow,downstown,Downstown,2000,22,64,28,Low
eri,erial,Erial,2011,22,96,99,Low
fai,fairton,Fairton,2014,22,68,20,Low
fol,folwell,Folwell,2015,22,80,99,Low
hil,hillside terrace,Hillside Terrace,2006,22,82,44,Low
mur,murray grove,Murray Grove,2002,22,77,51,Low
par,paramus,Paramus,2017,22,51,71,Low
pau,paulas corners,Paulas Corners,2005,22,57,28,Low
rea,readington,Readington,2008,22,98,87,Low
ree,reega,Reega,2014,22,87,52,Low
riv,rivercrest manor,Rivercrest Manor,2017,22,37,98,Low
riv,riviera on the barnegat,Riviera On The Barnegat,2001,22,35,71,Low
rob,robinvale,Robinvale,2015,22,58,33,Low
say,sayreville,Sayreville,2004,22,77,47,Low
sco,scobeyville,Scobeyville,2016,22,78,26,Low
ste,sterling woods,Sterling Woods,2008,22,32,31,Low
tom,toms river,Toms River,2002,22,66,87,Low
war,warren point,Warren Point,2003,22,76,85,Low
wil,wildwood gables,Wildwood Gables,2005,22,36,98,Low
aco,acomita,Acomita,2015,22,30,61,Low
dom,domingo,Domingo,2001,22,42,95,Low
har,harkey crossing,Harkey Crossing,2009,22,68,90,Low
la ,la joya,La Joya,2005,22,75,79,Low
man,mangas,Mangas,2007,22,33,27,Low
mol,moly,Moly,2010,22,61,61,Low
nak,nakaibito,Nakaibito,2017,22,75,27,Low
taj,tajique,Tajique,2016,22,29,44,Low
you,young place,Young Place,2003,22,27,42,Low
bar,barney mills,Barney Mills,2012,22,43,89,Low
buf,buffalo corners,Buffalo Corners,2016,22,89,97,Low
bur,burke center,Burke Center,2004,22,48,66,Low
cai,cains corners,Cains Corners,2014,22,22,96,Low
cal,calcutta,Calcutta,2012,22,81,46,Low
cha,charlotteville,Charlotteville,2007,22,81,71,Low
cli,clinton hollow,Clinton Hollow,2017,22,55,47,Low
cuy,cuylerville,Cuylerville,2012,22,63,71,Low
dun,dunham hollow,Dunham Hollow,2017,22,38,28,Low
eas,east wilson,East Wilson,2006,22,100,54,Low
ell,ellicottville,Ellicottville,2005,22,73,74,Low
ell,ellwood park,Ellwood Park,2004,22,67,86,Low
esp,esperance,Esperance,2014,22,52,81,Low
fro,frost hollow,Frost Hollow,2002,22,44,70,Low
gam,gamble mill,Gamble Mill,2006,22,38,21,Low
gil,gilbert corners,Gilbert Corners,2012,22,65,33,Low
hen,henderson harbor,Henderson Harbor,2002,22,70,22,Low
her,hervey street,Hervey Street,2004,22,90,50,Low
hox,hoxie corner,Hoxie Corner,2014,22,77,24,Low
hum,humaston,Humaston,2008,22,20,29,Low
ire,irelandville,Irelandville,2009,22,78,44,Low
iro,irondequoit,Irondequoit,2002,22,38,52,Low
kas,kaser,Kaser,2013,22,52,57,Low
ker,kerleys corners,Kerleys Corners,2007,22,51,72,Low
kin,king ferry station,King Ferry Station,2005,22,86,30,Low
man,manitou,Manitou,2003,22,45,68,Low
nor,north massapequa,North Massapequa,2011,22,85,52,Low
nor,north spencer,North Spencer,2006,22,61,23,Low
ont,ontario beach,Ontario Beach,2009,22,65,84,Low
pag,page brook,Page Brook,2016,22,21,92,Low
par,parish center,Parish Center,2011,22,63,46,Low
pas,pastime park,Pastime Park,2007,22,81,59,Low
pla,platte clove,Platte Clove,2005,22,82,82,Low
ple,pleasant brook,Pleasant Brook,2001,22,94,34,Low
por,port dickinson,Port Dickinson,2001,22,93,78,Low
por,port jervis,Port Jervis,2008,22,67,28,Low
que,queensbury,Queensbury,2013,22,24,49,Low
sho,shore oaks,Shore Oaks,2016,22,59,85,Low
sou,south edmeston,South Edmeston,2006,22,60,70,Low
syo,syosset,Syosset,2007,22,59,100,Low
ver,verplanck,Verplanck,2003,22,38,49,Low
wad,waddington,Waddington,2006,22,64,62,Low
wes,west berne,West Berne,2005,22,96,73,Low
wes,west candor,West Candor,2011,22,46,46,Low
wes,west new brighton,West New Brighton,2009,22,74,75,Low
ada,adako,Adako,2005,22,60,39,Low
aul,aulander,Aulander,2009,22,22,31,Low
bat,batts crossroads,Batts Crossroads,2001,22,39,33,Low
bir,bird cage,Bird Cage,2001,22,64,61,Low
bla,blanch,Blanch,2002,22,73,51,Low
boh,bohaynee,Bohaynee,2000,22,56,83,Low
bro,brogden,Brogden,2008,22,55,24,Low
buc,bucklesberry,Bucklesberry,2015,22,40,63,Low
buf,buffalo cove,Buffalo Cove,2002,22,74,81,Low
che,cheoah,Cheoah,2017,22,97,86,Low
chi,chip,Chip,2007,22,20,63,Low
col,collettsville,Collettsville,2014,22,63,39,Low
cro,crouse,Crouse,2003,22,36,38,Low
eas,eastover acres,Eastover Acres,2011,22,84,49,Low
fai,fair bluff,Fair Bluff,2002,22,69,72,Low
far,farmland acres,Farmland Acres,2015,22,52,20,Low
gam,gamewell,Gamewell,2017,22,94,37,Low
gum,gum forks,Gum Forks,2006,22,45,38,Low
haw,hawra,Hawra,2014,22,37,78,Low
hil,hillcrest apts,Hillcrest Apts,2002,22,94,68,Low
hol,hollemans crossroads,Hollemans Crossroads,2013,22,32,47,Low
joy,joyners crossing,Joyners Crossing,2017,22,30,82,Low
kyl,kyles crossroads,Kyles Crossroads,2001,22,51,79,Low
lew,lewis point,Lewis Point,2004,22,77,68,Low
mal,malvern hills,Malvern Hills,2005,22,24,77,Low
nor,north hyde park,North Hyde Park,2008,22,64,21,Low
pot,potecasi,Potecasi,2001,22,75,50,Low
riv,river hills,River Hills,2014,22,82,36,Low
rol,rolling meadows,Rolling Meadows,2012,22,50,97,Low
sad,saddle mountain,Saddle Mountain,2007,22,25,20,Low
sal,sales ford,Sales Ford,2015,22,72,93,Low
sky,sky village,Sky Village,2013,22,71,21,Low
sou,southern shores,Southern Shores,2016,22,97,66,Low
sub,suburb,Suburb,2014,22,64,79,Low
tal,talc mountain,Talc Mountain,2001,22,34,50,Low
uni,union terrace,Union Terrace,2002,22,64,21,Low
wed,weddington,Weddington,2001,22,26,24,Low
for,fort yates,Fort Yates,2016,22,33,85,Low
han,hannaford,Hannaford,2006,22,71,67,Low
klo,kloze,Kloze,2012,22,63,34,Low
pra,prairie junction,Prairie Junction,2015,22,28,38,Low
ari,arion,Arion,2009,22,84,29,Low
ash,ashley corner,Ashley Corner,2001,22,80,65,Low
big,big italy,Big Italy,2014,22,99,77,Low
bla,blackberry corner,Blackberry Corner,2011,22,100,83,Low
can,candy town,Candy Town,2006,22,46,27,Low
can,cannelville,Cannelville,2002,22,33,36,Low
cor,coryville,Coryville,2014,22,87,92,Low
eas,eastcleft,Eastcleft,2013,22,60,66,Low
gle,glenroy,Glenroy,2004,22,78,71,Low
lat,lattasburg,Lattasburg,2014,22,50,62,Low
map,maple grove trailer court,Maple Grove Trailer Court,2006,22,21,25,Low
mcc,mcclimansville,Mcclimansville,2008,22,25,60,Low
mcc,mcclintocksburg,Mcclintocksburg,2004,22,73,72,Low
mor,morgan manor,Morgan Manor,2010,22,92,32,Low
nan,nankin,Nankin,2008,22,20,81,Low
nor,north perry,North Perry,2013,22,24,57,Low
pot,potsdam,Potsdam,2001,22,89,24,Low
roc,rock way,Rock Way,2001,22,60,78,Low
roo,rootstown,Rootstown,2014,22,56,31,Low
row,rowenton,Rowenton,2002,22,27,33,Low
sou,south shore acres,South Shore Acres,2014,22,54,100,Low
sou,south solon,South Solon,2009,22,92,20,Low
spe,spencer station,Spencer Station,2004,22,31,69,Low
tom,tom corwin,Tom Corwin,2007,22,90,97,Low
upp,upper fivemile,Upper Fivemile,2002,22,69,30,Low
wal,wallace heights,Wallace Heights,2003,22,33,60,Low
wol,wolfpen,Wolfpen,2003,22,61,85,Low
ben,bender,Bender,2005,22,93,30,Low
den,denman,Denman,2009,22,49,84,Low
dou,douthat,Douthat,2000,22,99,61,Low
duh,duhringe pass,Duhringe Pass,2017,22,74,24,Low
eas,east tulsa,East Tulsa,2010,22,79,20,Low
for,fort gibson,Fort Gibson,2005,22,32,74,Low
hum,humphreys,Humphreys,2004,22,59,74,Low
lak,lake ellsworth addition,Lake Ellsworth Addition,2015,22,21,83,Low
lat,latta,Latta,2010,22,36,43,Low
whi,whitmire,Whitmire,2011,22,91,40,Low
bar,barview,Barview,2009,22,43,25,Low
fos,fossil,Fossil,2005,22,29,75,Low
hol,holdman,Holdman,2007,22,86,50,Low
hoo,hood river,Hood River,2014,22,59,99,Low
sis,sisters,Sisters,2015,22,88,95,Low
che,chelab,Chelab,2011,22,57,87,Low
mel,melekeok,Melekeok,2011,22,44,66,Low
all,allens crossroads,Allens Crossroads,2000,22,73,50,Low
bar,barto,Barto,2003,22,20,31,Low
bat,bath addition,Bath Addition,2017,22,40,91,Low
bau,bausman,Bausman,2005,22,25,72,Low
ble,bleakley hill,Bleakley Hill,2015,22,26,39,Low
bor,bordnersville,Bordnersville,2005,22,32,74,Low
bow,bowman creek,Bowman Creek,2005,22,59,56,Low
boy,boyds mills,Boyds Mills,2012,22,38,98,Low
bra,brandtsville,Brandtsville,2010,22,35,63,Low
cre,creslo,Creslo,2000,22,69,20,Low
cur,curry run,Curry Run,2003,22,33,33,Low
del,delaware grove,Delaware Grove,2008,22,50,78,Low
den,dennys corners,Dennys Corners,2009,22,62,35,Low
don,donner crossroads,Donner Crossroads,2014,22,89,27,Low
eas,east finley,East Finley,2000,22,93,73,Low
eas,east monongahela,East Monongahela,2002,22,24,54,Low
eas,east wayne,East Wayne,2002,22,31,66,Low
eas,eastlawn gardens,Eastlawn Gardens,2014,22,86,27,Low
egy,egypt corners,Egypt Corners,2007,22,65,52,Low
far,farrandsville,Farrandsville,2000,22,42,84,Low
fil,filer corners,Filer Corners,2015,22,30,49,Low
fur,furniss,Furniss,2003,22,42,46,Low
gar,garden hills,Garden Hills,2002,22,22,96,Low
gil,gilkeson,Gilkeson,2001,22,93,70,Low
gle,glen mawr,Glen Mawr,2004,22,70,54,Low
gle,glen willow,Glen Willow,2012,22,21,80,Low
god,godard,Godard,2010,22,69,21,Low
gra,grampian,Grampian,2009,22,44,33,Low
gre,greason,Greason,2013,22,93,21,Low
hay,hays corner,Hays Corner,2015,22,67,82,Low
