City,Ease_of_Transport_Rank,Transport_level
Slackwoods,51975,Medium
Slapes Corner,51976,Medium
Smalleytown,51977,Medium
Smiths Mills,51978,Medium
Smocks Corners,51979,Medium
Snydertown,51980,Medium
Somerdale,51981,Medium
Somers Point,51982,Medium
Somerset Park,51983,Medium
Somersetin,51984,Medium
Sooy Place,51985,Medium
South Amboy,51986,Medium
South Belmar,51987,Medium
South Amboy Junction,51988,Medium
South Bound Brook,51989,Medium
South Brunswick Terrace,51990,Medium
South Egg Harbor,51991,Medium
South Hackensack,51992,Medium
South Lakewood,51993,Medium
South Mantoloking Beach,51994,Medium
South Ogdensburg,51995,Medium
South Old Bridge,51996,Medium
South Orange,51997,Medium
South Pemberton,51998,Medium
South Penns Grove,51999,Medium
South Plainfield,52000,Medium
South Seaside Park,52001,Medium
South Seaville,52002,Medium
South Toms River,52003,Medium
South Vineland,52004,Medium
South Westville,52005,Medium
Sparta Junction,52006,Medium
Sperry Springs,52007,Medium
Spotswood,52008,Medium
Spotswood Manor,52009,Medium
Spraguetown,52010,Medium
Spray Beach,52011,Medium
Spring Lake Heights,52012,Medium
Spruce Run,52013,Medium
Squankum,52014,Medium
Stafford Forge,52015,Medium
Spruce Gardens,52016,Medium
Staffordville Public Landing,52017,Medium
Stanwick,52018,Medium
Stanwick Glen,52019,Medium
Star Cross,52020,Medium
Staten Island Junction,52021,Medium
Steelman Landing,52022,Medium
Steelmantown,52023,Medium
Steelmanville,52024,Medium
Steels Corner,52025,Medium
Stelton,52026,Medium
Sterling Woods,52027,Medium
Still Valley,52028,Medium
Stirling,52029,Medium
Stockington,52030,Medium
Stone Harbor,52031,Medium
Stone Harbor Manor,52032,Medium
Stone Mill,52033,Medium
Stone Tavern,52034,Medium
Stonehurst East,52035,Medium
Stonehurst West,52036,Medium
Stonetown,52037,Medium
Stow Acres,52038,Medium
Stow Creek Landing,52039,Medium
Stoys Landing,52040,Medium
Strathmere,52041,Medium
Sturwood Hamlet,52042,Medium
Succasunna,52043,Medium
Summit East,52044,Medium
Surf City,52045,Medium
Sunset Hill Garden,52046,Medium
Surrey Place,52047,Medium
Sussex,52048,Medium
Sussex Mills,52049,Medium
Sutton Park,52050,Medium
Swainton,52051,Medium
Swartswood,52052,Medium
Swayzes Mills,52053,Medium
Swedesboro,52054,Medium
Sweetman,52055,Medium
Swinesburg,52056,Medium
Sylvan Glen,52057,Medium
Tanners Corners,52058,Medium
Tansboro,52059,Medium
Taunton Lake,52060,Medium
Taylors Mills,52061,Medium
Teaneck,52062,Medium
Ten Mile Run,52063,Medium
Tenafly,52064,Medium
Tennent,52065,Medium
Terrestria,52066,Medium
Teterboro,52067,Medium
Thachers Hill,52068,Medium
The Maples,52069,Medium
Thorofare,52070,Medium
Three Bridges,52071,Medium
Tierneys Corner,52072,Medium
Tilghmans Corner,52073,Medium
Tindells Landing,52074,Medium
Tinton Falls,52075,Medium
Tomlin,52076,Medium
Tomlinson Mill,52077,Medium
Toms River,52078,Medium
Totowa,52079,Medium
Towaco,52080,Medium
Town Bank,52081,Medium
Town Brook,52082,Medium
Town Estates,52083,Medium
Townsbury,52084,Medium
Townsends Inlet,52085,Medium
Tremley Point,52086,Medium
Tremley,52087,Medium
Trenton Gardens,52088,Medium
Troy Hills,52089,Medium
Tuckerton,52090,Medium
Tumble Falls,52091,Medium
Turkey Point Corner,52092,Medium
Tuttles Corner,52093,Medium
Twin Hill Park,52094,Medium
Two Bridges,52095,Medium
Twombly Landing,52096,Medium
Tyndall Village,52097,Medium
Ukrainian Village,52098,Medium
Undercliff Junction,52099,Medium
Union Beach,52100,Medium
Union Square,52101,Medium
Union Village,52102,Medium
Unionburg,52103,Medium
Upper Greenwood Lake,52104,Medium
Upper Longwood,52105,Medium
Upper Macopin,52106,Medium
Upper Mill,52107,Medium
Upper Mohawk,52108,Medium
Upper Montclair,52109,Medium
Upper Montvale,52110,Medium
Upper Saddle River,52111,Medium
Uttertown,52112,Medium
Van Dorans Mills,52113,Medium
Van Hiseville,52114,Medium
Van Marters Corner,52115,Medium
Van Syckel,52116,Medium
Van Syckles,52117,Medium
Vauxhall,52118,Medium
Venice Park,52119,Medium
Ventnor City,52120,Medium
Ventnor Heights,52121,Medium
Verga,52122,Medium
Vernon Valley,52123,Medium
Vernoy,52124,Medium
Victory Lakes,52125,Medium
Vienna Gardens,52126,Medium
Villa Madonna,52127,Medium
Villa Marie Claire,52128,Medium
Village Of Glen Oaks,52129,Medium
Vincentown,52130,Medium
Vista Center,52131,Medium
Vliettown,52132,Medium
Voorhees,52133,Medium
Voorhees Corner,52134,Medium
Waldwick,52135,Medium
Wading River,52136,Medium
Walkers Forge,52137,Medium
Wallace Mill,52138,Medium
Wallington,52139,Medium
Wallpack Center,52140,Medium
Walnford,52141,Medium
Walnut Valley,52142,Medium
Wanamassa,52143,Medium
Wanaque,52144,Medium
Wanaque-Midvale,52145,Medium
Wantage,52146,Medium
Warbasse,52147,Medium
Waretown,52148,Medium
Waretown Junction,52149,Medium
Warner Village,52150,Medium
Warners Mill,52151,Medium
Warren Glen,52152,Medium
Warren Grove,52153,Medium
Warren Point,52154,Medium
Washington Corner,52155,Medium
Washington Crossing,52156,Medium
Washington Valley,52157,Medium
Washingtonville,52158,Medium
Watchung,52159,Medium
Waterwitch,52160,Medium
Watson Corner,52161,Medium
Watsons Corner,52162,Medium
Wawayanda,52163,Medium
Waterford Works,52164,Medium
Webbs Mill,52165,Medium
Weber Park,52166,Medium
Weehawken,52167,Medium
Weeks Landing,52168,Medium
Weekstown,52169,Medium
Weirtown,52170,Medium
Wells Mills,52171,Medium
Wertheins Corner,52172,Medium
Wertsville,52173,Medium
Wescoatville,52174,Medium
West Allenhurst,52175,Medium
West Atco,52176,Medium
West Atlantic City,52177,Medium
West Belmar,52178,Medium
West Bergen,52179,Medium
West Caldwell,52180,Medium
West Cape May,52181,Medium
West Carteret,52182,Medium
West Collingswood,52183,Medium
West Collingswood Heights,52184,Medium
West Creek,52185,Medium
West Deal,52186,Medium
West Egg Harbor,52187,Medium
West Englewood,52188,Medium
West Freehold,52189,Medium
West Haddonfield,52190,Medium
West Long Branch,52191,Medium
West Mahwah,52192,Medium
West Mantoloking,52193,Medium
West Milford,52194,Medium
West Moorestown,52195,Medium
West New York,52196,Medium
West Paterson,52197,Medium
West Portal,52198,Medium
West Shrewsbury,52199,Medium
West Tuckerton,52200,Medium
West Tuckerton Landing,52201,Medium
West Wildwood,52202,Medium
Westcotville,52203,Medium
Westons Mills,52204,Medium
Westville Grove,52205,Medium
Wexford East,52206,Medium
Wheat Road,52207,Medium
Whig Lane,52208,Medium
Whippany,52209,Medium
White Oak Bottom,52210,Medium
Whitehouse Station,52211,Medium
Whitesbog,52212,Medium
White House Station,52213,Medium
White Meadow Lake,52214,Medium
Whitman Park,52215,Medium
Whitman Square,52216,Medium
Whittier Oaks,52217,Medium
Wickatunk,52218,Medium
Wilburtha,52219,Medium
Wildwood Crest,52220,Medium
Wildwood Gables,52221,Medium
Wildwood Gardens,52222,Medium
Wildwood Highlands Beach,52223,Medium
Wileys Corners,52224,Medium
Wildwood Junction,52225,Medium
Williamstown Junction,52226,Medium
Willingboro,52227,Medium
Willis Corner,52228,Medium
Winding River Village,52229,Medium
Windor Park,52230,Medium
Winslow Junction,52231,Medium
Wintringham Park,52232,Medium
Wolfert,52233,Medium
Wood-Lynne,52234,Medium
Wood-Ridge,52235,Medium
Woodair Estates,52236,Medium
Woodbine Junction,52237,Medium
Woodbourne,52238,Medium
Woodbridge Oaks,52239,Medium
Woodbury Heights,52240,Medium
Woodbury Gardens,52241,Medium
Woodcliff Lake,52242,Medium
Woodcrest Acres,52243,Medium
Woodfern,52244,Medium
Woodlane,52245,Medium
Woodmansie,52246,Medium
Woodport,52247,Medium
Woodruffs Gap,52248,Medium
Woods Mills,52249,Medium
Woods Tavern,52250,Medium
Woods Upper Mill,52251,Medium
Woodstown,52252,Medium
Wortendyke,52253,Medium
Wrangell Brook Park,52254,Medium
Wyckoff,52255,Medium
Wyckoff Mills,52256,Medium
Wyckoffs Mills,52257,Medium
Wykertown,52258,Medium
Yardley Village,52259,Medium
Yardville,52260,Medium
Yardville Heights,52261,Medium
Yorketown,52262,Medium
Zarephath,52263,Medium
Abe Yarbrough,52264,Medium
Abeytas,52265,Medium
Abiquiu,52266,Medium
Abuelo,52267,Medium
Acoma Pueblo,52268,Medium
Acoma Village,52269,Medium
Acomita,52270,Medium
Acomita Lake,52271,Medium
Adelino,52272,Medium
Adero Az,52273,Medium
Adobe Ranch,52274,Medium
Agua Zarca,52275,Medium
Agudo,52276,Medium
Air Base City,52277,Medium
Akela,52278,Medium
Alamillo,52279,Medium
Alamito,52280,Medium
Alamo Hueco,52281,Medium
Alamogordo,52282,Medium
Albuquerque,52283,Medium
Alcatraz,52284,Medium
Alexander Place,52285,Medium
Alire,52286,Medium
Algodones,52287,Medium
Alivio,52288,Medium
Alley Place,52289,Medium
Alpine Cellars Village,52290,Medium
Amalia,52291,Medium
Amargo,52292,Medium
Amistad,52293,Medium
Ambrosia Lake,52294,Medium
Anapra,52295,Medium
Ancho,52296,Medium
Ancon,52297,Medium
Ancones,52298,Medium
Andrews Place,52299,Medium
Angel Fire,52300,Medium
Angostura,52301,Medium
Animas,52302,Medium
Antelope Springs,52303,Medium
Antelope Wells,52304,Medium
Anton Chico,52305,Medium
Anzac,52306,Medium
Apache Creek,52307,Medium
Apache Springs,52308,Medium
Apodaca,52309,Medium
Arabela,52310,Medium
Arabella,52311,Medium
Arch,52312,Medium
Archuleta,52313,Medium
Arenal,52314,Medium
Arenas Valley,52315,Medium
Arkansas Junction,52316,Medium
Armijo,52317,Medium
Arrey,52318,Medium
Arroyo Hondo,52319,Medium
Arroyo Seco,52320,Medium
Arroyo Del Agua,52321,Medium
Aspen Mountain,52322,Medium
Atarque,52323,Medium
Atencio,52324,Medium
Atrisco,52325,Medium
Avis,52326,Medium
Azul,52327,Medium
Bacaville,52328,Medium
Baird Place,52329,Medium
Banning Place,52330,Medium
Barber Crossing,52331,Medium
Barelas,52332,Medium
Barranca,52333,Medium
Barranco,52334,Medium
Basgal Place,52335,Medium
Bates Place,52336,Medium
Beatty Wells,52337,Medium
Beclabito,52338,Medium
Beenham,52339,Medium
Bene Dunagan,52340,Medium
Benson Place,52341,Medium
Berino,52342,Medium
Bermadez Place,52343,Medium
Bernal,52344,Medium
Bernalillo,52345,Medium
Bernardo,52346,Medium
Bibo,52347,Medium
Big Mill,52348,Medium
Black Lake Resorts,52349,Medium
Black River Village,52350,Medium
Blackwell Place,52351,Medium
Blazers Mill,52352,Medium
Bloodgood Place,52353,Medium
Bluit,52354,Medium
Boles Acres,52355,Medium
Bonito,52356,Medium
Boon Place,52357,Medium
Borica,52358,Medium
Bosque Farms,52359,Medium
Bosquecito,52360,Medium
Box Bar Place,52361,Medium
Bread Springs,52362,Medium
Briggs Place,52363,Medium
Brimhall Nizhoni,52364,Medium
Brizendine Place,52365,Medium
Broncho,52366,Medium
Budville,52367,Medium
Buena Ventura,52368,Medium
Bueyeros,52369,Medium
Buffalo Springs,52370,Medium
Bunk Clay Place,52371,Medium
C Davis Place,52372,Medium
Caballo,52373,Medium
Cabezon,52374,Medium
Cambray,52375,Medium
Canada Village,52376,Medium
Canada De Los Alamos,52377,Medium
Candelaria Place,52378,Medium
Canjilon,52379,Medium
Canoncito,52380,Medium
Canova,52381,Medium
Canones,52382,Medium
Cantara,52383,Medium
Canyon Mill,52384,Medium
Capitan Hill,52385,Medium
Caprock,52386,Medium
Carisbrook,52387,Medium
Carne,52388,Medium
Carnero,52389,Medium
Carnuel,52390,Medium
Carrizozo,52391,Medium
Casa Colorada,52392,Medium
Casa Fria,52393,Medium
Casa Salazar,52394,Medium
Cavasos Place,52395,Medium
Cebolla,52396,Medium
Cebolletita,52397,Medium
Cedarvale,52398,Medium
Cedro,52399,Medium
Center Mill,52400,Medium
Centerville Corner,52401,Medium
Cerrillos,52402,Medium
Chacon,52403,Medium
Chamberino,52404,Medium
Chamisal,52405,Medium
Chamita,52406,Medium
Chamizal,52407,Medium
Chapelle,52408,Medium
Chaperito,52409,Medium
Chapman Place,52410,Medium
Chapparal,52411,Medium
Chato,52412,Medium
Chaves Place,52413,Medium
Chelwood Park,52414,Medium
Chi Chil Tah,52415,Medium
Chical,52416,Medium
Childres Place,52417,Medium
Chilili,52418,Medium
Chimayo,52419,Medium
Chippeway Park,52420,Medium
Chise,52421,Medium
Chisum,52422,Medium
Christopher Place,52423,Medium
Chupadera,52424,Medium
Chupadero,52425,Medium
Church Rock,52426,Medium
Cieneguilla,52427,Medium
Ciruela,52428,Medium
Clara Peak,52429,Medium
Clines Corners,52430,Medium
Cloudcroft,52431,Medium
Coalora,52432,Medium
Coane,52433,Medium
Cochiti,52434,Medium
Cochiti Lake,52435,Medium
Cochiti Pueblo,52436,Medium
Cole Place,52437,Medium
Colmor,52438,Medium
Colonias,52439,Medium
Conchas,52440,Medium
Continental Divide,52441,Medium
Copperton,52442,Medium
Cora Crew,52443,Medium
Cordillera,52444,Medium
Corner Ranch,52445,Medium
Corner Well,52446,Medium
Corrales,52447,Medium
Correo,52448,Medium
Coruco,52449,Medium
Costilla,52450,Medium
Cotton City,52451,Medium
Cotton Place,52452,Medium
Counselor,52453,Medium
Coyote Canyon,52454,Medium
Crane Place,52455,Medium
Crownpoint,52456,Medium
Crowther Cow Camp,52457,Medium
Cruzville,52458,Medium
Cubero,52459,Medium
Cuchillo,52460,Medium
Cudei,52461,Medium
Cuervo,52462,Medium
Cuervo Crossing,52463,Medium
Cummings Place,52464,Medium
Cundiyo,52465,Medium
Cuyamungue,52466,Medium
D Candelaria Place,52467,Medium
Dahlia,52468,Medium
Dalies,52469,Medium
Danvik Place,52470,Medium
Datil,52471,Medium
Deer Creek Landing,52472,Medium
Deer Creek Wells,52473,Medium
Deer Lake,52474,Medium
Deering Place,52475,Medium
Dennis Chaves Estates,52476,Medium
Dennison Place,52477,Medium
Derramadero,52478,Medium
Des Montes,52479,Medium
Diamante Mill,52480,Medium
Diener,52481,Medium
Dilia,52482,Medium
Dog Canyon Estates,52483,Medium
Domingo,52484,Medium
Dona Ana,52485,Medium
Dos Tristes,52486,Medium
Double Adobes,52487,Medium
Double Crossing,52488,Medium
Double Mills,52489,Medium
Douthit Place,52490,Medium
Dulce,52491,Medium
Dummoor,52492,Medium
Dunken,52493,Medium
Dunn Place,52494,Medium
Duranes,52495,Medium
Duran,52496,Medium
E Davis Place,52497,Medium
Eakins,52498,Medium
East Grand Plains,52499,Medium
East Pecos,52500,Medium
Eaton Place,52501,Medium
Edgal Place,52502,Medium
El Alto,52503,Medium
El Ancon,52504,Medium
El Cerro,52505,Medium
El Chapparal,52506,Medium
El Curuco,52507,Medium
El Dado,52508,Medium
El Guacho,52509,Medium
El Llanito,52510,Medium
El Llano,52511,Medium
El Macho,52512,Medium
El Monte Rojo,52513,Medium
El Morro,52514,Medium
El Duende,52515,Medium
El Gato,52516,Medium
El Dorado At Santa Fe,52517,Medium
El Ojito,52518,Medium
El Padro,52519,Medium
El Porvenir,52520,Medium
El Prado,52521,Medium
El Refugio,52522,Medium
El Rito,52523,Medium
El Tablazon,52524,Medium
El Turquillo,52525,Medium
El Valle,52526,Medium
El Valle De Arroyo Seco,52527,Medium
Eldorado At Santa Fe,52528,Medium
Elephant Butte,52529,Medium
Elephant Butte Estates,52530,Medium
Elida,52531,Medium
Eller Place,52532,Medium
Embudo,52533,Medium
Emplazado,52534,Medium
En Medio,52535,Medium
Encinoso,52536,Medium
Ensenada,52537,Medium
Escabosa,52538,Medium
Escondillo,52539,Medium
Espuela,52540,Medium
Estaca,52541,Medium
Estancia,52542,Medium
Estancia Ranchettes,52543,Medium
Estes Place,52544,Medium
Evanola,52545,Medium
Evergreen Hills Subdivision,52546,Medium
Fairacres,52547,Medium
Fence Lake,52548,Medium
Fierro,52549,Medium
Fivemile Crossing,52550,Medium
Flora Vista,52551,Medium
Fort Selden,52552,Medium
Fort Stanton,52553,Medium
Fort Sumner,52554,Medium
Fort Wingate,52555,Medium
Fort Bayard,52556,Medium
Francisco Rascon Place,52557,Medium
Four Wells,52558,Medium
Franks Place,52559,Medium
Frijoles,52560,Medium
Frijoles Spring,52561,Medium
Frontier Post,52562,Medium
Gabaldon,52563,Medium
Galisteo,52564,Medium
Gallaher,52565,Medium
Gallegos,52566,Medium
Gamerco,52567,Medium
Garanbuio,52568,Medium
Garcia Place,52569,Medium
Gibbs Place,52570,Medium
Gibson Place,52571,Medium
Gila Hot Springs,52572,Medium
Gise,52573,Medium
Gladiola,52574,Medium
Glenrio,52575,Medium
Glorieta,52576,Medium
Glover Place,52577,Medium
Golondrinas,52578,Medium
Gonzales Ranch,52579,Medium
Grama,52580,Medium
Gran Quivira,52581,Medium
Grande,52582,Medium
Grass Mountain Summer Home Area,52583,Medium
Grassie Place,52584,Medium
Greens Gap,52585,Medium
Grenville,52586,Medium
Gribble Place,52587,Medium
Grier,52588,Medium
Grubisich Place,52589,Medium
Guachupangue,52590,Medium
Guadalupita,52591,Medium
Guess Place,52592,Medium
Guique,52593,Medium
Gutierrezville,52594,Medium
Hachita,52595,Medium
Hacienda Acres,52596,Medium
Hagerman Heights,52597,Medium
Hanover Junction,52598,Medium
Hard Luck Crossing,52599,Medium
Harden Cienega,52600,Medium
Harkey Crossing,52601,Medium
Harroun Crossing,52602,Medium
Hassell,52603,Medium
Hendricks Place,52604,Medium
Herrera,52605,Medium
Hermanas,52606,Medium
Hersey Place,52607,Medium
Hewitt Place,52608,Medium
Higgins Place,52609,Medium
High Lonesome Wells,52610,Medium
Hext Place,52611,Medium
Hernandez,52612,Medium
High Rolls,52613,Medium
Highway Mill,52614,Medium
Hillburn City,52615,Medium
Hinkle Park,52616,Medium
Hockett,52617,Medium
Hoffmantown,52618,Medium
Hogg Place,52619,Medium
Hollene,52620,Medium
Holy Ghost,52621,Medium
Home Place Well,52622,Medium
Hondo,52623,Medium
Hooverville,52624,Medium
Horton Place,52625,Medium
Hospah,52626,Medium
Hot Springs Landing,52627,Medium
Huerfano,52628,Medium
Humble City,52629,Medium
Hyde Place,52630,Medium
Hyer,52631,Medium
Ilfeld,52632,Medium
Isleta Village Proper,52633,Medium
Isleta Pueblo,52634,Medium
Isleta,52635,Medium
Illinois Camp,52636,Medium
Jack Canon Place,52637,Medium
Jal,52638,Medium
Jarales,52639,Medium
Jarett Place,52640,Medium
Jacona,52641,Medium
Jeffers Place,52642,Medium
Jemez Pueblo,52643,Medium
Jarosa,52644,Medium
Jaconita,52645,Medium
Jemez Springs,52646,Medium
Iyanbito,52647,Medium
Jim Robinson,52648,Medium
Joe Yarbrough,52649,Medium
Jewkes Place,52650,Medium
Jicarilla,52651,Medium
John Padilla Settlement,52652,Medium
Johns Place,52653,Medium
Jones City,52654,Medium
Jornada,52655,Medium
Juan Tomas,52656,Medium
Julian Place,52657,Medium
Kenna,52658,Medium
Kenzin,52659,Medium
Kermit,52660,Medium
Kimball Place,52661,Medium
Kimmons,52662,Medium
Kimbeto,52663,Medium
Kinney Wells,52664,Medium
Kiowa Village,52665,Medium
Kirtland,52666,Medium
King Place,52667,Medium
Kirtland Addition,52668,Medium
Kline Place,52669,Medium
Knowles Place,52670,Medium
Koehler,52671,Medium
Kroenigs,52672,Medium
La Bajada,52673,Medium
La Careda,52674,Medium
La Chuachia,52675,Medium
La Cienaga,52676,Medium
La Cienega,52677,Medium
La Constancia,52678,Medium
La Cuesta,52679,Medium
La Cuestecita,52680,Medium
La Cueva,52681,Medium
La Fragua,52682,Medium
La Gotera,52683,Medium
La Huerta,52684,Medium
La Joya,52685,Medium
La Ladera,52686,Medium
La Lande,52687,Medium
La Liendre,52688,Medium
La Loma,52689,Medium
La Luz,52690,Medium
La Madera,52691,Medium
La Manga,52692,Medium
La Mesilla,52693,Medium
La Petra,52694,Medium
La Placita,52695,Medium
La Puebla,52696,Medium
La Union,52697,Medium
La Union Vieja,52698,Medium
La Villita,52699,Medium
Lamadera,52700,Medium
Laventana,52701,Medium
Laborcita,52702,Medium
Lacy Place,52703,Medium
Lagunas,52704,Medium
Lagunita,52705,Medium
Lake Sumner,52706,Medium
Lake Van,52707,Medium
Lakeview Pines,52708,Medium
Lama,52709,Medium
Lamy,52710,Medium
Laplata Po,52711,Medium
Las Colonias,52712,Medium
Las Dispensas,52713,Medium
Las Dos,52714,Medium
Las Huertas,52715,Medium
Las Mochas,52716,Medium
Las Nutrias,52717,Medium
Las Palomas,52718,Medium
Las Placitas,52719,Medium
Las Tusas,52720,Medium
Las Tablas,52721,Medium
Lava,52722,Medium
Lee Acres,52723,Medium
Lehew,52724,Medium
Lemitar,52725,Medium
Lea,52726,Medium
Leoncito,52727,Medium
Lesbia,52728,Medium
Limitar,52729,Medium
Lindrith,52730,Medium
Little Walnut Village,52731,Medium
Little Water,52732,Medium
Llano Del Medio,52733,Medium
Llano Largo,52734,Medium
Llano Quemado,52735,Medium
Llano Viejo,52736,Medium
Llaves,52737,Medium
Lobato,52738,Medium
Loco Hills,52739,Medium
Loma Parda,52740,Medium
Lone Wolf,52741,Medium
Lookout Crossing,52742,Medium
Lordsburg,52743,Medium
Los Candelarias,52744,Medium
Los Cerrilos,52745,Medium
Los Chaves,52746,Medium
Los Chavez,52747,Medium
Los Cisneros,52748,Medium
Los Cocas,52749,Medium
Los Cordovas,52750,Medium
Los Duranes,52751,Medium
Los Griegos,52752,Medium
Los Huerros,52753,Medium
